Mfg_Part_Num,Column_Name,Expected_Value,Actual_Value,Match_Status,Is_Match
WDTS7024RZ,ITEM_FEATURES_9,Normal cycle,,MISSING,False
WDTS7024RZ,ITEM_FEATURES_10,Triple Wash Spray,,MISSING,False
WDTS7024RZ,ITEM_FEATURES_11,Quick Wash Cycle,,MISSING,False
WDTS7024RZ,ITEM_FEATURES_12,,,BLANK_MATCH,True
WDTS7024RZ,ITEM_FEATURES_13,,,BLANK_MATCH,True
WDTS7024RZ,ITEM_FEATURES_14,,,BLANK_MATCH,True
WDTS7024RZ,ITEM_FEATURES_15,,,BLANK_MATCH,True
WDTS7024RZ,ITEM_FEATURES_16,,,BLANK_MATCH,True
WDTS7024RZ,ITEM_FEATURES_17,,,BLANK_MATCH,True
WDTS7024RZ,ITEM_FEATURES_18,,,BLANK_MATCH,True
WDTS7024RZ,ITEM_FEATURES_19,,,BLANK_MATCH,True
WDTS7024RZ,ITEM_FEATURES_20,,,BLANK_MATCH,True
WDTS7024RZ,With,"With Washing 3rd Rack, Water Repellent Silverware Basket","Washing 3rd Rack, Water Repellent Silverware Basket",VALUE_MISMATCH,False
WDTS7024RZ,Standard/Approvals,,,BLANK_MATCH,True
WDTS7024RZ,Prop 65,,,BLANK_MATCH,True
WDTS7024RZ,Application,,,BLANK_MATCH,True
WDTS7024RZ,Includes,,,BLANK_MATCH,True
WDTS7024RZ,Product Name,Dishwasher,Dishwasher,EXACT_MATCH,True
WDTS7024RZ,ATTRIBUTE_LABEL 1,Series,Series,EXACT_MATCH,True
WDTS7024RZ,ATTRIBUTE_VALUE 1,Eco Series,Eco Series,EXACT_MATCH,True
WDTS7024RZ,ATTRIBUTE_UOM 1,,,BLANK_MATCH,True
WDTS7024RZ,ATTRIBUTE_LABEL 2,Model,Voltage Rating,VALUE_MISMATCH,False
WDTS7024RZ,ATTRIBUTE_VALUE 2,,120,EXTRA,False
WDTS7024RZ,ATTRIBUTE_UOM 2,,V,EXTRA,False
WDTS7024RZ,ATTRIBUTE_LABEL 3,Number of Wash Cycles,Amperage Rating,VALUE_MISMATCH,False
WDTS7024RZ,ATTRIBUTE_VALUE 3,,10,EXTRA,False
WDTS7024RZ,ATTRIBUTE_UOM 3,,A,EXTRA,False
WDTS7024RZ,ATTRIBUTE_LABEL 4,Voltage Rating,Mounting Type,VALUE_MISMATCH,False
WDTS7024RZ,ATTRIBUTE_VALUE 4,120,Built-,VALUE_MISMATCH,False
WDTS7024RZ,ATTRIBUTE_UOM 4,V,in,VALUE_MISMATCH,False
WDTS7024RZ,ATTRIBUTE_LABEL 5,Amperage Rating,Size,VALUE_MISMATCH,False
WDTS7024RZ,ATTRIBUTE_VALUE 5,10,33-7/16 in H x 23-7/8 in W x 22-5/8 in D,VALUE_MISMATCH,False
WDTS7024RZ,ATTRIBUTE_UOM 5,A,,MISSING,False
WDTS7024RZ,ATTRIBUTE_LABEL 6,Mounting Type,Depth With Door Open,VALUE_MISMATCH,False
WDTS7024RZ,ATTRIBUTE_VALUE 6,Built-in,50-3/16,VALUE_MISMATCH,False
WDTS7024RZ,ATTRIBUTE_UOM 6,,in,EXTRA,False
WDTS7024RZ,ATTRIBUTE_LABEL 7,Plug Type,Minimum Height,VALUE_MISMATCH,False
WDTS7024RZ,ATTRIBUTE_VALUE 7,,33-7/16,EXTRA,False
WDTS7024RZ,ATTRIBUTE_UOM 7,,in,EXTRA,False
WDTS7024RZ,ATTRIBUTE_LABEL 8,Size,Sound Level,VALUE_MISMATCH,False
WDTS7024RZ,ATTRIBUTE_VALUE 8,33-7/16 in H x 23-7/8 in W x 22-5/8 in D,41,VALUE_MISMATCH,False
WDTS7024RZ,ATTRIBUTE_UOM 8,,dBA,EXTRA,False
WDTS7024RZ,ATTRIBUTE_LABEL 9,Depth With Door Open,Material,VALUE_MISMATCH,False
WDTS7024RZ,ATTRIBUTE_VALUE 9,50-3/16,Stainless Steel,VALUE_MISMATCH,False
WDTS7024RZ,ATTRIBUTE_UOM 9,in,,MISSING,False
WDTS7024RZ,ATTRIBUTE_LABEL 10,Minimum Height,Color,VALUE_MISMATCH,False
WDTS7024RZ,ATTRIBUTE_VALUE 10,33-7/16,Stainless Steel,VALUE_MISMATCH,False
WDTS7024RZ,ATTRIBUTE_UOM 10,in,,MISSING,False
WDTS7024RZ,ATTRIBUTE_LABEL 11,Maximum Height,,MISSING,False
WDTS7024RZ,ATTRIBUTE_VALUE 11,,,BLANK_MATCH,True
WDTS7024RZ,ATTRIBUTE_UOM 11,,,BLANK_MATCH,True
WDTS7024RZ,ATTRIBUTE_LABEL 12,Sound Level,,MISSING,False
WDTS7024RZ,ATTRIBUTE_VALUE 12,41,,MISSING,False
WDTS7024RZ,ATTRIBUTE_UOM 12,dBA,,MISSING,False
WDTS7024RZ,ATTRIBUTE_LABEL 13,Material,,MISSING,False
WDTS7024RZ,ATTRIBUTE_VALUE 13,Stainless Steel,,MISSING,False
WDTS7024RZ,ATTRIBUTE_UOM 13,,,BLANK_MATCH,True
WDTS7024RZ,ATTRIBUTE_LABEL 14,Color,,MISSING,False
WDTS7024RZ,ATTRIBUTE_VALUE 14,Stainless Steel,,MISSING,False
WDTS7024RZ,ATTRIBUTE_UOM 14,,,BLANK_MATCH,True
WDTS7024RZ,ATTRIBUTE_LABEL 15,Additional Information,,MISSING,False
WDTS7024RZ,ATTRIBUTE_VALUE 15,"Folding Tines, Leak Detection System, Moisture Repellent Silverware Basket, Normal Cycle, Quick Wash Cycle, Sani Rinse Option, Sensor Cycle, Triple Wash Spray",,MISSING,False
WDTS7024RZ,ATTRIBUTE_UOM 15,,,BLANK_MATCH,True
WDTS7024RZ,ATTRIBUTE_LABEL 16,,,BLANK_MATCH,True
WDTS7024RZ,ATTRIBUTE_VALUE 16,,,BLANK_MATCH,True
WDTS7024RZ,ATTRIBUTE_UOM 16,,,BLANK_MATCH,True
WDTS7024RZ,ATTRIBUTE_LABEL 17,,,BLANK_MATCH,True
WDTS7024RZ,ATTRIBUTE_VALUE 17,,,BLANK_MATCH,True
WDTS7024RZ,ATTRIBUTE_UOM 17,,,BLANK_MATCH,True
WDTS7024RZ,ATTRIBUTE_LABEL 18,,,BLANK_MATCH,True
WDTS7024RZ,ATTRIBUTE_VALUE 18,,,BLANK_MATCH,True
WDTS7024RZ,ATTRIBUTE_UOM 18,,,BLANK_MATCH,True
WDTS7024RZ,ATTRIBUTE_LABEL 19,,,BLANK_MATCH,True
WDTS7024RZ,ATTRIBUTE_VALUE 19,,,BLANK_MATCH,True
WDTS7024RZ,ATTRIBUTE_UOM 19,,,BLANK_MATCH,True
WDTS7024RZ,ATTRIBUTE_LABEL 20,,,BLANK_MATCH,True
WDTS7024RZ,ATTRIBUTE_VALUE 20,,,BLANK_MATCH,True
WDTS7024RZ,ATTRIBUTE_UOM 20,,,BLANK_MATCH,True
WDTS7024RZ,ATTRIBUTE_LABEL 21,,,BLANK_MATCH,True
WDTS7024RZ,ATTRIBUTE_VALUE 21,,,BLANK_MATCH,True
WDTS7024RZ,ATTRIBUTE_UOM 21,,,BLANK_MATCH,True
WDTS7024RZ,ATTRIBUTE_LABEL 22,,,BLANK_MATCH,True
WDTS7024RZ,ATTRIBUTE_VALUE 22,,,BLANK_MATCH,True
WDTS7024RZ,ATTRIBUTE_UOM 22,,,BLANK_MATCH,True
WDTS7024RZ,ATTRIBUTE_LABEL 23,,,BLANK_MATCH,True
WDTS7024RZ,ATTRIBUTE_VALUE 23,,,BLANK_MATCH,True
WDTS7024RZ,ATTRIBUTE_UOM 23,,,BLANK_MATCH,True
WDTS7024RZ,ATTRIBUTE_LABEL 24,,,BLANK_MATCH,True
WDTS7024RZ,ATTRIBUTE_VALUE 24,,,BLANK_MATCH,True
WDTS7024RZ,ATTRIBUTE_UOM 24,,,BLANK_MATCH,True
WDTS7024RZ,ATTRIBUTE_LABEL 25,,,BLANK_MATCH,True
WDTS7024RZ,ATTRIBUTE_VALUE 25,,,BLANK_MATCH,True
WDTS7024RZ,ATTRIBUTE_UOM 25,,,BLANK_MATCH,True
WDTS7024RZ,ATTRIBUTE_LABEL 26,,,BLANK_MATCH,True
WDTS7024RZ,ATTRIBUTE_VALUE 26,,,BLANK_MATCH,True
WDTS7024RZ,ATTRIBUTE_UOM 26,,,BLANK_MATCH,True
WDTS7024RZ,ATTRIBUTE_LABEL 27,,,BLANK_MATCH,True
WDTS7024RZ,ATTRIBUTE_VALUE 27,,,BLANK_MATCH,True
WDTS7024RZ,ATTRIBUTE_UOM 27,,,BLANK_MATCH,True
WDTS7024RZ,ATTRIBUTE_LABEL 28,,,BLANK_MATCH,True
WDTS7024RZ,ATTRIBUTE_VALUE 28,,,BLANK_MATCH,True
WDTS7024RZ,ATTRIBUTE_UOM 28,,,BLANK_MATCH,True
WDTS7024RZ,ATTRIBUTE_LABEL 29,,,BLANK_MATCH,True
WDTS7024RZ,ATTRIBUTE_VALUE 29,,,BLANK_MATCH,True
WDTS7024RZ,ATTRIBUTE_UOM 29,,,BLANK_MATCH,True
WDTS7024RZ,ATTRIBUTE_LABEL 30,,,BLANK_MATCH,True
WDTS7024RZ,ATTRIBUTE_VALUE 30,,,BLANK_MATCH,True
WDTS7024RZ,ATTRIBUTE_UOM 30,,,BLANK_MATCH,True
WDTS7024RZ,ATTRIBUTE_LABEL 31,,,BLANK_MATCH,True
WDTS7024RZ,ATTRIBUTE_VALUE 31,,,BLANK_MATCH,True
WDTS7024RZ,ATTRIBUTE_UOM 31,,,BLANK_MATCH,True
WDTS7024RZ,ATTRIBUTE_LABEL 32,,,BLANK_MATCH,True
WDTS7024RZ,ATTRIBUTE_VALUE 32,,,BLANK_MATCH,True
WDTS7024RZ,ATTRIBUTE_UOM 32,,,BLANK_MATCH,True
WDTS7024RZ,ATTRIBUTE_LABEL 33,,,BLANK_MATCH,True
WDTS7024RZ,ATTRIBUTE_VALUE 33,,,BLANK_MATCH,True
WDTS7024RZ,ATTRIBUTE_UOM 33,,,BLANK_MATCH,True
WDTS7024RZ,ATTRIBUTE_LABEL 34,,,BLANK_MATCH,True
WDTS7024RZ,ATTRIBUTE_VALUE 34,,,BLANK_MATCH,True
WDTS7024RZ,ATTRIBUTE_UOM 34,,,BLANK_MATCH,True
WDTS7024RZ,ATTRIBUTE_LABEL 35,,,BLANK_MATCH,True
WDTS7024RZ,ATTRIBUTE_VALUE 35,,,BLANK_MATCH,True
WDTS7024RZ,ATTRIBUTE_UOM 35,,,BLANK_MATCH,True
WDTS7024RZ,ATTRIBUTE_LABEL 36,,,BLANK_MATCH,True
WDTS7024RZ,ATTRIBUTE_VALUE 36,,,BLANK_MATCH,True
WDTS7024RZ,ATTRIBUTE_UOM 36,,,BLANK_MATCH,True
WDTS7024RZ,ATTRIBUTE_LABEL 37,,,BLANK_MATCH,True
WDTS7024RZ,ATTRIBUTE_VALUE 37,,,BLANK_MATCH,True
WDTS7024RZ,ATTRIBUTE_UOM 37,,,BLANK_MATCH,True
WDTS7024RZ,ATTRIBUTE_LABEL 38,,,BLANK_MATCH,True
WDTS7024RZ,ATTRIBUTE_VALUE 38,,,BLANK_MATCH,True
WDTS7024RZ,ATTRIBUTE_UOM 38,,,BLANK_MATCH,True
WDTS7024RZ,ATTRIBUTE_LABEL 39,,,BLANK_MATCH,True
WDTS7024RZ,ATTRIBUTE_VALUE 39,,,BLANK_MATCH,True
WDTS7024RZ,ATTRIBUTE_UOM 39,,,BLANK_MATCH,True
WDTS7024RZ,ATTRIBUTE_LABEL 40,,,BLANK_MATCH,True
WDTS7024RZ,ATTRIBUTE_VALUE 40,,,BLANK_MATCH,True
WDTS7024RZ,ATTRIBUTE_UOM 40,,,BLANK_MATCH,True
WDTS7024RZ,ATTRIBUTE_LABEL 41,,,BLANK_MATCH,True
WDTS7024RZ,ATTRIBUTE_VALUE 41,,,BLANK_MATCH,True
WDTS7024RZ,ATTRIBUTE_UOM 41,,,BLANK_MATCH,True
WDTS7024RZ,ATTRIBUTE_LABEL 42,,,BLANK_MATCH,True
WDTS7024RZ,ATTRIBUTE_VALUE 42,,,BLANK_MATCH,True
WDTS7024RZ,ATTRIBUTE_UOM 42,,,BLANK_MATCH,True
WDTS7024RZ,ATTRIBUTE_LABEL 43,,,BLANK_MATCH,True
WDTS7024RZ,ATTRIBUTE_VALUE 43,,,BLANK_MATCH,True
WDTS7024RZ,ATTRIBUTE_UOM 43,,,BLANK_MATCH,True
WDTS7024RZ,ATTRIBUTE_LABEL 44,,,BLANK_MATCH,True
WDTS7024RZ,ATTRIBUTE_VALUE 44,,,BLANK_MATCH,True
WDTS7024RZ,ATTRIBUTE_UOM 44,,,BLANK_MATCH,True
WDTS7024RZ,ATTRIBUTE_LABEL 45,,,BLANK_MATCH,True
WDTS7024RZ,ATTRIBUTE_VALUE 45,,,BLANK_MATCH,True
WDTS7024RZ,ATTRIBUTE_UOM 45,,,BLANK_MATCH,True
WDTS7024RZ,ATTRIBUTE_LABEL 46,,,BLANK_MATCH,True
WDTS7024RZ,ATTRIBUTE_VALUE 46,,,BLANK_MATCH,True
WDTS7024RZ,ATTRIBUTE_UOM 46,,,BLANK_MATCH,True
WDTS7024RZ,ATTRIBUTE_LABEL 47,,,BLANK_MATCH,True
WDTS7024RZ,ATTRIBUTE_VALUE 47,,,BLANK_MATCH,True
WDTS7024RZ,ATTRIBUTE_UOM 47,,,BLANK_MATCH,True
WDTS7024RZ,ATTRIBUTE_LABEL 48,,,BLANK_MATCH,True
WDTS7024RZ,ATTRIBUTE_VALUE 48,,,BLANK_MATCH,True
WDTS7024RZ,ATTRIBUTE_UOM 48,,,BLANK_MATCH,True
WDTS7024RZ,ATTRIBUTE_LABEL 49,,,BLANK_MATCH,True
WDTS7024RZ,ATTRIBUTE_VALUE 49,,,BLANK_MATCH,True
WDTS7024RZ,ATTRIBUTE_UOM 49,,,BLANK_MATCH,True
WDTS7024RZ,ATTRIBUTE_LABEL 50,,,BLANK_MATCH,True
WDTS7024RZ,ATTRIBUTE_VALUE 50,,,BLANK_MATCH,True
WDTS7024RZ,ATTRIBUTE_UOM 50,,,BLANK_MATCH,True
WDTS7024RZ,UPC,,,BLANK_MATCH,True
WDTS7024RZ,EAN,,,BLANK_MATCH,True
WDTS7024RZ,GTIN,,,BLANK_MATCH,True
WDTS7024RZ,UNSPSC,,,BLANK_MATCH,True
WDTS7024RZ,Warranty,,1 Year Manufacturer,EXTRA,False
WDTS7024RZ,List Price,,,BLANK_MATCH,True
WDTS7024RZ,Selling Qty,,1,EXTRA,False
WDTS7024RZ,Selling UOM,,EA,EXTRA,False
WDTS7024RZ,Standard Packaging Information,,,BLANK_MATCH,True
WDTS7024RZ,LENGTH,,23-7/8,EXTRA,False
WDTS7024RZ,LENGTH_UOM,,in,EXTRA,False
WDTS7024RZ,HEIGHT,,33-7/16,EXTRA,False
WDTS7024RZ,HEIGHT_UOM,,in,EXTRA,False
WDTS7024RZ,WIDTH,,22-5/8,EXTRA,False
WDTS7024RZ,WIDTH_UOM,,in,EXTRA,False
WDTS7024RZ,WEIGHT,,78,EXTRA,False
WDTS7024RZ,WEIGHT_UOM,,lb,EXTRA,False
WDTS7024RZ,VOLUME,,,BLANK_MATCH,True
WDTS7024RZ,VOLUME_UOM,,,BLANK_MATCH,True
WDTS7024RZ,Product Image,Whirlpool_WDTS7024RZ.jpg,Frigidaire_WDTS7024RZ.jpg,VALUE_MISMATCH,False
WDTS7024RZ,Alternate Image 1,,,BLANK_MATCH,True
WDTS7024RZ,Alternate Image 2,,,BLANK_MATCH,True
WDTS7024RZ,Alternate Image 3,,,BLANK_MATCH,True
WDTS7024RZ,Alternate Image 4,,,BLANK_MATCH,True
WDTS7024RZ,SDS,,,BLANK_MATCH,True
WDTS7024RZ,SDS_1,,,BLANK_MATCH,True
WDTS7024RZ,Warranty Information,,,BLANK_MATCH,True
WDTS7024RZ,Catalog,,,BLANK_MATCH,True
WDTS7024RZ,Specification Sheet,Whirlpool_WDTS7024RZ_Specification_Sheet.pdf,Frigidaire_WDTS7024RZ_Specification_Sheet.pdf,VALUE_MISMATCH,False
WDTS7024RZ,Instruction/Installation Manual,,Frigidaire_WDTS7024RZ_Owners_Manual.pdf,EXTRA,False
WDTS7024RZ,Service Manual,,Frigidaire_WDTS7024RZ_Installation_Instructions.pdf,EXTRA,False
WDTS7024RZ,Owners/User Manual,,,BLANK_MATCH,True
WDTS7024RZ,Line Drawing,,,BLANK_MATCH,True
WDTS7024RZ,MTR,,,BLANK_MATCH,True
WDTS7024RZ,RoHS,,,BLANK_MATCH,True
WDTS7024RZ,Full Engineering Drawing,,,BLANK_MATCH,True
WDTS7024RZ,Energy Star Guide,,,BLANK_MATCH,True
WDTS7024RZ,Technical Bulletin,,,BLANK_MATCH,True
WDTS7024RZ,Submittal,,,BLANK_MATCH,True
WDTS7024RZ,Compatibility Chart,,,BLANK_MATCH,True
WDTS7024RZ,Size Chart,,,BLANK_MATCH,True
WDTS7024RZ,Product Label/Insert,,,BLANK_MATCH,True
WDTS7024RZ,Video Link,,,BLANK_MATCH,True
WDTS7024RZ,Video Link 1,,,BLANK_MATCH,True
WDTS7024RZ,Country Of Origin,,,BLANK_MATCH,True
WDTS7024RZ,Discontinued,,No,EXTRA,False
WDTS7024RZ,Actual Image (Yes/No),Yes,Yes,EXACT_MATCH,True
